dataset_id,train_ratio,input_dim,output_dim,num_epochs,batch_size,learning_rate,loss_function,embedding_type,negative_ratio,temperature,train_auc,valid_auc,test_auc,train_pr_auc,valid_pr_auc,test_pr_auc,train_f1,valid_f1,test_f1,train_k_precision,valid_k_precision,test_k_precision,train_mcc,valid_mcc,test_mcc,train_k_recall,valid_k_recall,test_k_recall
1,0.5,64,16,5,16,0.001,SNN,pca,200,0.1,0.5207,0.4941,0.5011,0.0258,0.0247,0.0251,0.05,0.0508,0.0507,0.0156,0.0,0.0154,0.0046,0.0087,0.0,0.0156,0.0,0.0154
1,0.5,64,16,5,64,0.0001,SNN,pca,20,0.1,0.6533,0.6134,0.6719,0.0506,0.0385,0.0577,0.0501,0.0507,0.0507,0.0859,0.0308,0.0615,0.008,0.0065,0.0046,0.0859,0.0308,0.0615
1,0.3,64,16,5,64,0.001,SNN,pca,100,1.0,0.859,0.9033,0.9092,0.167,0.2973,0.2052,0.0501,0.0502,0.0507,0.2338,0.3,0.2967,0.0059,0.0067,0.0055,0.2338,0.3,0.2967
1,0.5,64,16,5,64,0.0001,SNN,pca,5,10.0,0.809,0.8589,0.8045,0.2366,0.288,0.2382,0.05,0.0507,0.0508,0.3906,0.4,0.4154,0.0061,0.0057,0.0073,0.3906,0.4,0.4154
1,0.3,64,16,5,64,0.0005,SNN,pca,20,0.1,0.6926,0.6316,0.6229,0.0834,0.0589,0.0539,0.0502,0.0502,0.0508,0.1169,0.0889,0.1099,0.0084,0.0067,0.0073,0.1169,0.0889,0.1099
1,0.3,64,16,5,32,0.001,SNN,pca,20,10.0,0.546,0.7499,0.7444,0.0621,0.1203,0.1072,0.0501,0.0503,0.0507,0.0779,0.1333,0.1758,0.0042,0.0091,0.0062,0.0779,0.1333,0.1758
1,0.5,64,16,5,64,0.0005,SNN,pca,200,10.0,0.8837,0.9253,0.9405,0.1693,0.243,0.3698,0.05,0.0507,0.0507,0.25,0.3077,0.3846,0.0061,0.0057,0.0057,0.25,0.3077,0.3846
1,0.3,64,16,5,64,0.0005,SNN,pca,10,1.0,0.7771,0.856,0.8367,0.1576,0.2321,0.2173,0.0501,0.0502,0.0508,0.2987,0.3333,0.3297,0.0066,0.0039,0.0073,0.2987,0.3333,0.3297
1,0.5,64,16,5,32,0.0001,SNN,pca,20,1.0,0.9555,0.9398,0.9458,0.3307,0.4483,0.3618,0.05,0.0507,0.0507,0.3906,0.4615,0.3846,0.0061,0.0057,0.0,0.3906,0.4615,0.3846
1,0.5,64,16,5,16,0.0005,SNN,pca,200,0.1,0.4908,0.5622,0.5555,0.0266,0.0298,0.0298,0.05,0.0507,0.0507,0.0469,0.0308,0.0308,0.0056,0.0065,0.0033,0.0469,0.0308,0.0308
1,0.5,64,16,5,16,0.005,SNN,pca,10,10.0,0.8799,0.9049,0.892,0.1086,0.146,0.1281,0.05,0.0507,0.0508,0.1094,0.1692,0.1692,0.004,0.0057,0.0073,0.1094,0.1692,0.1692
1,0.8,64,16,5,16,0.001,SNN,pca,20,1.0,0.9621,0.9804,0.9464,0.3157,0.5324,0.2283,0.0503,0.0507,0.0506,0.3641,0.5385,0.3077,0.006,0.0052,0.0,0.3641,0.5385,0.3077
1,0.5,64,16,5,64,0.005,SNN,pca,100,1.0,0.902,0.8965,0.8962,0.3035,0.2866,0.2556,0.05,0.0507,0.0507,0.4219,0.4154,0.4,0.0056,0.0065,0.0065,0.4219,0.4154,0.4
1,0.3,64,16,5,32,0.001,SNN,pca,20,10.0,0.7079,0.8493,0.8863,0.0918,0.1958,0.2306,0.0502,0.0502,0.0507,0.1688,0.2556,0.3077,0.0084,0.0067,0.0062,0.1688,0.2556,0.3077
1,0.3,64,16,5,64,0.0005,SNN,pca,10,10.0,0.746,0.8014,0.8409,0.1329,0.2107,0.2099,0.0501,0.0502,0.0507,0.2468,0.3222,0.3297,0.0066,0.0061,0.0062,0.2468,0.3222,0.3297
1,0.3,64,16,5,16,0.005,SNN,pca,50,10.0,0.6321,0.7822,0.7902,0.0449,0.0724,0.0915,0.0501,0.0502,0.0507,0.026,0.0778,0.1429,0.0042,0.0073,0.0048,0.026,0.0778,0.1429
1,0.3,64,16,5,64,0.001,SNN,pca,10,10.0,0.5377,0.7384,0.8058,0.0338,0.0819,0.1579,0.0501,0.0503,0.0507,0.026,0.1444,0.2418,0.0059,0.0082,0.0048,0.026,0.1444,0.2418
1,0.8,64,16,200,32,0.005,SNN,pca,50,1.0,0.9245,0.9231,0.9112,0.1575,0.1636,0.1427,0.0503,0.0508,0.0508,0.1262,0.0385,0.0,0.0066,0.009,0.009,0.1262,0.0385,0.0
1,0.5,64,16,50,32,0.001,SNN,pca,50,0.1,0.5105092783505154,0.4722076366618787,0.5893799855112488,,,,,,,,,,,,,,,
1,0.8,64,16,5,16,0.0005,SNN,pca,5,1.0,0.9054,0.8966,0.7907,0.3338,0.2651,0.2089,0.0503,0.0508,0.0507,0.4515,0.3077,0.2308,0.006,0.009,0.0052,0.4515,0.3077,0.2308
1,0.3,64,16,5,64,0.0005,SNN,pca,5,1.0,0.8276,0.8142,0.7844,0.1561,0.2263,0.1748,0.0502,0.0502,0.0507,0.2468,0.3222,0.2308,0.0073,0.0048,0.0048,0.2468,0.3222,0.2308
1,0.5,64,16,5,32,0.0005,SNN,pca,5,0.1,0.5833,0.5626,0.5497,0.0401,0.0321,0.04,0.05,0.0507,0.0507,0.0391,0.0154,0.0769,0.0073,0.0065,0.0065,0.0391,0.0154,0.0769
1,0.3,64,16,5,16,0.0005,SNN,pca,10,0.1,0.6787,0.6914,0.6488,0.0433,0.0514,0.0455,0.0501,0.0503,0.0507,0.026,0.0667,0.0659,0.0042,0.0078,0.0055,0.026,0.0667,0.0659
1,0.4,64,16,50,32,0.001,SNN,pca,50,100.0,0.806510160931519,0.8302876617700962,0.9232050215693461,,,,,,,,,,,,,,,
1,0.3,64,16,5,32,0.0005,SNN,pca,20,10.0,0.7371,0.8715,0.866,0.0882,0.193,0.1629,0.0502,0.0503,0.0507,0.1299,0.2222,0.2418,0.0079,0.0087,0.0048,0.1299,0.2222,0.2418
1,0.5,64,16,5,16,0.0005,SNN,pca,10,1.0,0.9319,0.9123,0.9093,0.3039,0.3259,0.3421,0.05,0.0507,0.0508,0.3984,0.4769,0.4154,0.0051,0.0057,0.0073,0.3984,0.4769,0.4154
1,0.3,64,16,5,16,0.0001,SNN,pca,5,1.0,0.7642,0.8226,0.8379,0.1734,0.2038,0.2883,0.0501,0.0502,0.0507,0.2597,0.2778,0.3956,0.0051,0.0027,0.0039,0.2597,0.2778,0.3956
1,0.3,64,16,5,16,0.0001,SNN,pca,100,10.0,0.8623,0.8806,0.8889,0.1868,0.2506,0.2857,0.0502,0.0502,0.0507,0.3247,0.3111,0.3736,0.0079,0.0061,0.0062,0.3247,0.3111,0.3736
1,0.4,64,16,50,32,0.001,SNN,pca,50,0.1,0.5265776702263466,0.4943550090702111,0.5602488070892979,,,,,,,,,,,,,,,
1,0.5,64,16,5,64,0.005,SNN,pca,50,1.0,0.8664,0.9062,0.8865,0.1904,0.3496,0.2797,0.05,0.0508,0.0507,0.2656,0.4615,0.3538,0.0065,0.0073,0.0065,0.2656,0.4615,0.3538
1,0.3,64,16,5,16,0.0005,SNN,pca,10,1.0,0.7228,0.8393,0.8393,0.0802,0.2146,0.2354,0.0501,0.0502,0.0508,0.1688,0.2889,0.2967,0.0066,0.0039,0.0068,0.1688,0.2889,0.2967
1,0.5,64,16,5,16,0.001,SNN,pca,100,10.0,0.896,0.8987,0.9301,0.2401,0.2749,0.2602,0.05,0.0508,0.0507,0.3281,0.4462,0.3385,0.0065,0.008,0.0033,0.3281,0.4462,0.3385
1,0.5,64,16,5,32,0.001,SNN,pca,50,10.0,0.6366,0.8307,0.7713,0.0643,0.1645,0.1794,0.05,0.0507,0.0508,0.125,0.2308,0.2769,0.0069,0.0057,0.0073,0.125,0.2308,0.2769
1,0.3,64,16,5,32,0.0001,SNN,pca,10,0.1,0.6357,0.5979,0.6333,0.0445,0.0358,0.0612,0.0502,0.0503,0.0507,0.039,0.0667,0.0659,0.0089,0.0087,0.0055,0.039,0.0667,0.0659
1,0.3,64,16,5,32,0.0005,SNN,pca,20,0.1,0.5156,0.5829,0.5871,0.0309,0.032,0.0335,0.0501,0.0502,0.0508,0.039,0.0222,0.022,0.0051,0.0061,0.0068,0.039,0.0222,0.022
1,0.5,64,16,5,32,0.005,SNN,pca,10,10.0,0.8184,0.8645,0.863,0.2032,0.2365,0.2951,0.05,0.0507,0.0508,0.3203,0.3692,0.3692,0.0051,0.0065,0.0087,0.3203,0.3692,0.3692
1,0.3,64,16,5,32,0.005,SNN,pca,200,0.1,0.5511,0.6083,0.5848,0.0311,0.0365,0.0307,0.0502,0.0502,0.0508,0.039,0.0333,0.011,0.0079,0.0061,0.0068,0.039,0.0333,0.011
1,0.3,64,16,5,16,0.0001,SNN,pca,200,0.1,0.5765,0.5689,0.6572,0.0426,0.0315,0.0665,0.0501,0.0502,0.0508,0.0779,0.0444,0.1209,0.0051,0.0048,0.0068,0.0779,0.0444,0.1209
1,0.3,64,16,5,64,0.001,SNN,pca,10,1.0,0.8473,0.854,0.7731,0.1512,0.1909,0.103,0.0502,0.0502,0.0508,0.1169,0.2111,0.1429,0.0079,0.0048,0.0073,0.1169,0.2111,0.1429
1,0.3,64,16,5,16,0.0001,SNN,pca,20,0.1,0.5962,0.6151,0.6132,0.038,0.0411,0.0484,0.0502,0.0502,0.0508,0.0779,0.0667,0.0769,0.0073,0.0061,0.0068,0.0779,0.0667,0.0769
1,0.5,64,16,5,64,0.0001,SNN,pca,10,1.0,0.8467,0.8446,0.7941,0.2461,0.295,0.2936,0.0501,0.0507,0.0508,0.3828,0.4615,0.3692,0.0097,0.0065,0.0093,0.3828,0.4615,0.3692
1,0.5,64,16,5,32,0.005,SNN,pca,100,1.0,0.9444,0.946,0.9456,0.3033,0.3722,0.3114,0.05,0.0507,0.0507,0.3281,0.4769,0.3538,0.0051,0.0046,0.0065,0.3281,0.4769,0.3538
1,0.5,64,16,5,64,0.005,SNN,pca,5,10.0,0.6732,0.814,0.7683,0.0975,0.1839,0.1963,0.05,0.0508,0.0507,0.1797,0.2923,0.3077,0.0069,0.0073,0.0065,0.1797,0.2923,0.3077
1,0.5,64,16,5,16,0.001,SNN,pca,100,1.0,0.9071,0.9203,0.9302,0.1863,0.2163,0.2522,0.05,0.0507,0.0507,0.2344,0.2615,0.2923,0.0056,0.0057,0.0046,0.2344,0.2615,0.2923
1,0.8,64,16,5,16,0.0001,SNN,pca,20,1.0,0.9412,0.9622,0.9633,0.2065,0.2704,0.28,0.0503,0.0507,0.0507,0.233,0.3077,0.2692,0.0058,0.0073,0.0073,0.233,0.3077,0.2692
1,0.3,64,16,5,16,0.0005,SNN,pca,200,0.1,0.4699,0.5005,0.5479,0.0249,0.0262,0.0297,0.0501,0.0502,0.0508,0.039,0.0333,0.033,0.0051,0.0055,0.0073,0.039,0.0333,0.033
1,0.5,64,16,5,64,0.0001,SNN,pca,100,1.0,0.867,0.7964,0.8114,0.2932,0.2493,0.2197,0.05,0.0508,0.0507,0.4453,0.4308,0.3231,0.0073,0.008,0.0057,0.4453,0.4308,0.3231
1,0.8,64,16,5,16,0.0001,SNN,pca,5,0.1,0.5476,0.5472,0.6841,0.0277,0.0326,0.0421,0.0503,0.0507,0.0507,0.0097,0.0769,0.0,0.0066,0.0052,0.0073,0.0097,0.0769,0.0
1,0.5,64,16,5,32,0.001,SNN,pca,200,0.1,0.5536,0.5598,0.5607,0.0313,0.0288,0.0307,0.05,0.0507,0.0507,0.0391,0.0462,0.0308,0.0056,0.0033,0.0033,0.0391,0.0462,0.0308
1,0.3,64,16,5,16,0.0005,SNN,pca,50,0.1,0.5995,0.5607,0.5036,0.0362,0.0339,0.025,0.0501,0.0502,0.0507,0.039,0.0556,0.0,0.0051,0.0061,0.0055,0.039,0.0556,0.0
1,0.5,64,16,5,16,0.001,SNN,pca,100,0.1,0.4862,0.5377,0.4866,0.0245,0.0301,0.0234,0.05,0.0508,0.0508,0.0234,0.0308,0.0154,0.0073,0.0073,0.0073,0.0234,0.0308,0.0154
1,0.5,64,16,5,32,0.0005,SNN,pca,200,10.0,0.9284,0.9552,0.9481,0.2075,0.3404,0.2837,0.05,0.0507,0.0508,0.25,0.2923,0.3231,0.0061,0.0065,0.0073,0.25,0.2923,0.3231
1,0.8,64,16,5,16,0.005,SNN,pca,200,1.0,0.9524,0.9699,0.9587,0.3307,0.3859,0.3642,0.0503,0.0507,0.0507,0.3981,0.4231,0.3846,0.0068,0.0073,0.0052,0.3981,0.4231,0.3846
1,0.3,64,16,5,64,0.005,SNN,pca,100,0.1,0.6762,0.6885,0.7187,0.0558,0.0552,0.0509,0.0501,0.0502,0.0507,0.026,0.0889,0.044,0.0059,0.0061,0.0062,0.026,0.0889,0.044
1,0.5,64,16,5,16,0.0005,SNN,pca,20,10.0,0.829,0.8966,0.8944,0.1484,0.2753,0.2374,0.05,0.0507,0.0507,0.2266,0.3385,0.2923,0.0069,0.0046,0.0065,0.2266,0.3385,0.2923
1,0.3,64,16,5,64,0.0001,SNN,pca,5,10.0,0.7319,0.7175,0.6735,0.0801,0.1032,0.0926,0.0501,0.0502,0.0508,0.1429,0.1667,0.1319,0.0066,0.0055,0.0078,0.1429,0.1667,0.1319
1,0.3,64,16,5,64,0.0001,SNN,pca,200,1.0,0.7309,0.7149,0.718,0.0719,0.1246,0.0741,0.0501,0.0503,0.0507,0.1169,0.1667,0.1429,0.0042,0.0078,0.0048,0.1169,0.1667,0.1429
1,0.5,64,16,5,16,0.0001,SNN,pca,200,1.0,0.944,0.9633,0.9523,0.2523,0.4174,0.2787,0.05,0.0508,0.0508,0.2969,0.4154,0.2923,0.0051,0.0073,0.0073,0.2969,0.4154,0.2923
1,0.3,64,16,5,32,0.0001,SNN,pca,5,0.1,0.6368,0.6147,0.6522,0.0543,0.0395,0.0431,0.0501,0.0503,0.0508,0.0779,0.0556,0.044,0.0059,0.0087,0.0073,0.0779,0.0556,0.044
1,0.5,64,16,5,32,0.005,SNN,pca,200,1.0,0.9527,0.949,0.9706,0.3747,0.3021,0.4144,0.05,0.0507,0.0508,0.3984,0.3692,0.4769,0.0046,0.0065,0.0073,0.3984,0.3692,0.4769
1,0.3,64,16,5,64,0.005,SNN,pca,20,0.1,0.6368,0.5965,0.6575,0.038,0.0306,0.0419,0.0501,0.0503,0.0507,0.039,0.0,0.033,0.0051,0.0078,0.0048,0.039,0.0,0.033
1,0.5,64,16,5,32,0.005,SNN,pca,20,10.0,0.8271,0.868,0.8368,0.1132,0.2249,0.1443,0.05,0.0507,0.0507,0.1562,0.2308,0.2,0.0056,0.0,0.0057,0.1562,0.2308,0.2
1,0.5,64,16,5,64,0.0001,SNN,pca,5,1.0,0.8422,0.8669,0.8154,0.2904,0.297,0.1931,0.05,0.0507,0.0508,0.4297,0.4615,0.2769,0.0051,0.0046,0.0073,0.4297,0.4615,0.2769
1,0.8,64,16,5,16,0.005,SNN,pca,10,0.1,0.5035,0.427,0.537,0.0263,0.0208,0.0304,0.0503,0.0507,0.0507,0.0243,0.0,0.0769,0.0051,0.0052,0.0073,0.0243,0.0,0.0769
1,0.3,64,16,5,16,0.005,SNN,pca,50,0.1,0.5512,0.5324,0.566,0.027,0.0261,0.0295,0.0502,0.0502,0.0507,0.0,0.0111,0.011,0.0073,0.0048,0.0039,0.0,0.0111,0.011
1,0.5,64,16,5,16,0.005,SNN,pca,10,1.0,0.8026,0.8713,0.8755,0.0849,0.1128,0.159,0.05,0.0508,0.0507,0.1016,0.0923,0.1692,0.0076,0.0073,0.0,0.1016,0.0923,0.1692
1,0.3,64,16,5,16,0.0001,SNN,pca,5,10.0,0.8576,0.8192,0.8138,0.3758,0.2465,0.228,0.0501,0.0503,0.0508,0.4286,0.3778,0.3846,0.0051,0.0082,0.0087,0.4286,0.3778,0.3846
1,0.5,64,16,5,16,0.005,SNN,pca,200,0.1,0.4168,0.449,0.4658,0.0206,0.022,0.0272,0.05,0.0507,0.0507,0.0156,0.0,0.0615,0.0073,0.0046,0.0065,0.0156,0.0,0.0615
1,0.3,64,16,5,16,0.001,SNN,pca,20,1.0,0.6671,0.8739,0.8811,0.0565,0.2537,0.2754,0.0501,0.0503,0.0508,0.0779,0.3222,0.3407,0.0051,0.0078,0.0068,0.0779,0.3222,0.3407
1,0.3,64,16,5,32,0.005,SNN,pca,100,0.1,0.4823,0.5256,0.6078,0.0238,0.029,0.0598,0.0502,0.0502,0.0507,0.026,0.0556,0.044,0.0073,0.0073,0.0028,0.026,0.0556,0.044
1,0.5,64,16,5,64,0.0005,SNN,pca,200,1.0,0.9089,0.9269,0.9323,0.2165,0.2711,0.3278,0.05,0.0507,0.0507,0.2578,0.2923,0.3846,0.0051,0.0046,0.0057,0.2578,0.2923,0.3846
1,0.8,64,16,10,16,0.001,SNN,pca,20,10.0,0.849,0.8509,0.945,0.2093,0.2329,0.3121,0.0503,0.0507,0.0508,0.2718,0.3077,0.3846,0.0066,0.0052,0.0103,0.2718,0.3077,0.3846
1,0.3,64,16,5,16,0.0001,SNN,pca,20,1.0,0.8783,0.9435,0.9228,0.1953,0.3533,0.3052,0.0501,0.0502,0.0507,0.2857,0.4444,0.3956,0.0066,0.0055,0.0055,0.2857,0.4444,0.3956
1,0.5,64,16,5,32,0.001,SNN,pca,5,10.0,0.8788,0.9604,0.9159,0.1963,0.3959,0.2778,0.0501,0.0508,0.0507,0.2812,0.4923,0.3846,0.008,0.0073,0.0046,0.2812,0.4923,0.3846
1,0.5,64,16,5,32,0.0005,SNN,pca,50,1.0,0.9392,0.9602,0.9611,0.2132,0.3234,0.2897,0.05,0.0507,0.0508,0.2188,0.3538,0.2769,0.0056,0.0065,0.0073,0.2188,0.3538,0.2769
1,0.2,64,16,50,32,0.001,SNN,pca,50,10.0,0.8287118126272912,0.7533776496911454,0.8841996938741037,,,,,,,,,,,,,,,
1,0.3,64,16,5,64,0.0005,SNN,pca,50,0.1,0.6841,0.6161,0.5964,0.0538,0.068,0.0586,0.0501,0.0502,0.0507,0.0909,0.1333,0.0989,0.0059,0.0067,0.0055,0.0909,0.1333,0.0989
1,0.3,64,16,5,64,0.005,SNN,pca,5,10.0,0.6646,0.8332,0.8655,0.0829,0.1774,0.1579,0.0501,0.0502,0.0507,0.1688,0.2556,0.2747,0.0051,0.0073,0.0039,0.1688,0.2556,0.2747
1,0.5,64,16,5,16,0.0005,SNN,pca,50,0.1,0.5142,0.5245,0.5165,0.0255,0.0257,0.0266,0.05,0.0508,0.0508,0.0234,0.0,0.0308,0.0061,0.008,0.0073,0.0234,0.0,0.0308
1,0.3,64,16,5,32,0.0001,SNN,pca,50,0.1,0.616,0.6485,0.654,0.0651,0.0457,0.0602,0.0502,0.0502,0.0507,0.0649,0.0667,0.044,0.0073,0.0027,0.0039,0.0649,0.0667,0.044
1,0.3,64,16,5,16,0.0001,SNN,pca,100,1.0,0.8952,0.937,0.9286,0.2493,0.3382,0.3117,0.0501,0.0502,0.0508,0.3766,0.4444,0.3956,0.0042,0.0039,0.0068,0.3766,0.4444,0.3956
1,0.5,64,16,5,64,0.0005,SNN,pca,50,10.0,0.855,0.8578,0.8316,0.1226,0.1564,0.1646,0.05,0.0508,0.0507,0.1562,0.2308,0.2308,0.0056,0.0087,0.0065,0.1562,0.2308,0.2308
1,0.5,64,16,5,32,0.0001,SNN,pca,50,1.0,0.9441,0.9612,0.9485,0.2808,0.3468,0.2635,0.05,0.0507,0.0507,0.3047,0.4,0.3231,0.0061,0.0057,0.0,0.3047,0.4,0.3231
1,0.3,64,16,5,32,0.0001,SNN,pca,10,10.0,0.8137,0.7943,0.8373,0.1556,0.2202,0.3053,0.0501,0.0503,0.0507,0.2727,0.3556,0.4066,0.0051,0.0087,0.0055,0.2727,0.3556,0.4066
1,0.5,64,16,5,32,0.001,SNN,pca,20,1.0,0.8648,0.9459,0.927,0.185,0.3446,0.3263,0.05,0.0507,0.0508,0.2656,0.4615,0.4154,0.0061,0.0057,0.0073,0.2656,0.4615,0.4154
1,0.8,64,16,50,32,0.001,SNN,pca,50,1.0,0.9456,0.9453,0.9521,0.4166,0.1034,0.0985,0.1279,0.0205,0.0205,0.4325,0.1091,0.1,0.0,0.0,0.0,0.4325,0.1091,0.1
1,0.3,64,16,5,16,0.001,SNN,pca,20,0.1,0.4562,0.4808,0.446,0.0215,0.0269,0.0213,0.0501,0.0503,0.0507,0.013,0.0444,0.0,0.0042,0.0082,0.0062,0.013,0.0444,0.0
1,0.3,64,16,5,16,0.0001,SNN,pca,100,10.0,0.8745,0.9178,0.9324,0.1932,0.2483,0.3333,0.0501,0.0502,0.0508,0.3117,0.2889,0.3956,0.0066,0.0073,0.0068,0.3117,0.2889,0.3956
1,0.3,64,16,5,32,0.0005,SNN,pca,20,10.0,0.9023,0.8497,0.8497,0.246,0.2499,0.276,0.0502,0.0502,0.0507,0.3117,0.3667,0.3956,0.0073,0.0067,0.0048,0.3117,0.3667,0.3956
1,0.5,64,16,5,64,0.0005,SNN,pca,200,0.1,0.6375,0.6397,0.6307,0.0502,0.046,0.0618,0.05,0.0508,0.0508,0.0938,0.0462,0.0769,0.0051,0.0073,0.0087,0.0938,0.0462,0.0769
1,0.5,64,16,5,64,0.0005,SNN,pca,10,0.1,0.5541,0.56,0.5599,0.0295,0.0297,0.0286,0.05,0.0507,0.0507,0.0391,0.0154,0.0,0.0065,0.0065,0.0065,0.0391,0.0154,0.0
1,0.3,64,16,5,16,0.0001,SNN,pca,5,0.1,0.6679,0.7236,0.6437,0.0488,0.0699,0.041,0.0502,0.0502,0.0508,0.0649,0.1333,0.022,0.0079,0.0061,0.0078,0.0649,0.1333,0.022
1,0.8,64,16,5,16,0.001,SNN,pca,10,1.0,0.9562,0.9368,0.9678,0.3284,0.2536,0.4592,0.0503,0.0506,0.0507,0.4078,0.2308,0.4615,0.0058,0.0,0.0052,0.4078,0.2308,0.4615
1,0.5,64,16,5,64,0.0005,SNN,pca,10,1.0,0.9286,0.9576,0.9427,0.2632,0.3565,0.2541,0.05,0.0507,0.0507,0.3359,0.4154,0.2923,0.0076,0.0057,0.0046,0.3359,0.4154,0.2923
1,0.3,64,16,5,32,0.001,SNN,pca,10,10.0,0.647,0.8562,0.8248,0.0475,0.327,0.1618,0.0502,0.0502,0.0507,0.0649,0.3,0.2198,0.0079,0.0067,0.0055,0.0649,0.3,0.2198
1,0.3,64,16,5,16,0.001,SNN,pca,20,10.0,0.8543,0.9027,0.907,0.1657,0.3223,0.2706,0.0501,0.0502,0.0507,0.2727,0.4,0.3736,0.0051,0.0061,0.0048,0.2727,0.4,0.3736
1,0.3,64,16,5,64,0.0001,SNN,pca,20,0.1,0.6381,0.5642,0.6159,0.0573,0.0316,0.0436,0.0502,0.0502,0.0508,0.0519,0.0333,0.0769,0.0079,0.0067,0.0068,0.0519,0.0333,0.0769
1,0.5,64,16,5,64,0.0001,SNN,pca,50,1.0,0.8359,0.8498,0.858,0.2399,0.2339,0.2292,0.05,0.0507,0.0507,0.3281,0.3846,0.3538,0.0065,0.0057,0.0065,0.3281,0.3846,0.3538
1,0.8,64,16,5,16,0.0001,SNN,pca,50,0.1,0.5269,0.4969,0.3922,0.0267,0.0273,0.0195,0.0503,0.0507,0.0508,0.0388,0.0,0.0,0.0051,0.0073,0.009,0.0388,0.0,0.0
1,0.5,64,16,5,64,0.0001,SNN,pca,200,10.0,0.8415,0.8551,0.8236,0.2214,0.3248,0.2859,0.05,0.0507,0.0507,0.3594,0.4308,0.4308,0.0056,0.0065,0.0057,0.3594,0.4308,0.4308
1,0.3,64,16,5,32,0.001,SNN,pca,5,0.1,0.5547,0.6056,0.5983,0.0273,0.0345,0.0401,0.0501,0.0502,0.0508,0.013,0.0444,0.0659,0.003,0.0048,0.0078,0.013,0.0444,0.0659
1,0.3,64,16,5,64,0.0001,SNN,pca,10,1.0,0.677,0.7103,0.6608,0.0872,0.091,0.0695,0.0501,0.0502,0.0507,0.1558,0.1222,0.1429,0.0059,0.0073,0.0055,0.1558,0.1222,0.1429
1,0.5,64,16,5,32,0.005,SNN,pca,5,10.0,0.7761,0.7938,0.7825,0.1819,0.2129,0.1701,0.05,0.0507,0.0508,0.2891,0.3538,0.2923,0.0046,0.0065,0.0073,0.2891,0.3538,0.2923
1,0.3,64,16,5,16,0.005,SNN,pca,50,0.1,0.5911,0.5524,0.5585,0.0377,0.0272,0.0282,0.0501,0.0503,0.0507,0.0519,0.0111,0.011,0.0059,0.0087,0.0048,0.0519,0.0111,0.011
1,0.3,64,16,5,32,0.005,SNN,pca,5,1.0,0.9261,0.939,0.9446,0.2532,0.4164,0.3135,0.0501,0.0502,0.0508,0.3377,0.4556,0.3736,0.0042,0.0048,0.0068,0.3377,0.4556,0.3736
1,0.8,64,16,5,16,0.005,SNN,pca,50,1.0,0.905,0.8666,0.9383,0.15,0.1663,0.2126,0.0503,0.0506,0.0507,0.1311,0.1923,0.1154,0.0075,0.0,0.0052,0.1311,0.1923,0.1154
1,0.8,64,16,50,32,0.001,SNN,pca,50,1.0,0.9572,0.9539,0.9472,0.5216,0.105,0.0953,0.1301,0.0159,0.0223,0.5146,0.1059,0.075,0.0,0.0,0.0,0.5146,0.1059,0.075
1,0.8,64,16,50,32,0.001,SNN,pca,50,1.0,0.9339,0.9684,0.9264,0.1959,0.3203,0.1696,0.0503,0.0507,0.0507,0.2136,0.3077,0.1154,0.0068,0.0052,0.0073,0.2136,0.3077,0.1154
1,0.5,64,16,5,16,0.005,SNN,pca,10,1.0,0.8723,0.8837,0.917,0.1596,0.1718,0.1973,0.05,0.0507,0.0507,0.1797,0.2154,0.2,0.0056,0.0046,0.0046,0.1797,0.2154,0.2
1,0.3,64,16,5,16,0.005,SNN,pca,20,10.0,0.8412,0.8633,0.8168,0.1198,0.1723,0.1058,0.0501,0.0502,0.0508,0.1948,0.2333,0.1758,0.0051,0.0073,0.0073,0.1948,0.2333,0.1758
1,0.8,64,16,5,16,0.0001,SNN,pca,200,0.1,0.5371,0.4527,0.5123,0.0295,0.0216,0.0256,0.0503,0.0507,0.0507,0.0291,0.0,0.0,0.0051,0.0052,0.0073,0.0291,0.0,0.0
1,0.3,64,16,5,32,0.0005,SNN,pca,100,1.0,0.8552,0.9175,0.9186,0.1465,0.2804,0.2746,0.0501,0.0502,0.0508,0.1948,0.2778,0.3297,0.0059,0.0048,0.0068,0.1948,0.2778,0.3297
1,0.5,64,16,5,16,0.0001,SNN,pca,20,1.0,0.9339,0.9573,0.9597,0.2219,0.3171,0.3476,0.05,0.0508,0.0507,0.2656,0.3846,0.3538,0.0073,0.0073,0.0057,0.2656,0.3846,0.3538
1,0.5,64,16,5,64,0.005,SNN,pca,200,1.0,0.7084,0.7964,0.8325,0.096,0.147,0.2447,0.05,0.0507,0.0507,0.1797,0.2154,0.3077,0.004,0.0046,0.0065,0.1797,0.2154,0.3077
1,0.3,64,16,5,32,0.005,SNN,pca,20,10.0,0.5093,0.6829,0.6666,0.0389,0.0615,0.0659,0.0502,0.0502,0.0507,0.0649,0.1111,0.1319,0.0089,0.0027,0.0062,0.0649,0.1111,0.1319
1,0.5,64,16,5,32,0.0005,SNN,pca,50,0.1,0.5356,0.6103,0.4895,0.0272,0.0515,0.0245,0.05,0.0508,0.0507,0.0156,0.0462,0.0154,0.0056,0.008,0.0,0.0156,0.0462,0.0154
1,0.3,64,16,5,64,0.005,SNN,pca,5,1.0,0.4266,0.6551,0.7142,0.0224,0.0684,0.0667,0.0501,0.0503,0.0508,0.026,0.0889,0.1099,0.0066,0.0078,0.0073,0.026,0.0889,0.1099
